UNIQUE_ID,REPONAME,ISSUE_TYPE,FILE_PATH,LINT_MSG,LHDIFF_LINE_TRACING,START_COMMIT_ID,START_COMMIT_MSG,START_COMMIT_TIMESTAMP,END_COMMIT_ID,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP,CATEOGARY,STATUS
800043,dirktrossen/AIRS,HandlerLeak,src/com/airs/AIRS_local_tab.java,This Handler class should be static or leaks might occur (anonymous android.os.Handler),[328]public final Handler mHandler = new Handler() ->[328]public final Handler mHandler = new Handler(),8cee9e1,V2.1 - changed UI to tabbed layout - enable direct start of local recording... in addition to selecting sensors before starting - now support portrait/landscape orientation - merged general and handler settings into single menu - added viewing of online manual in separate tab - enable start of AIRS UI even if service is running (e.g.... for sync'ing) - allow sync'ing while running (excludes current recording from sync'ing) - added buttons to map view for animating into current or last recorded location,1338408120,d5d7459,V2.5 - changed UI to make configuration faster and integrate templates better - added template download from remote server - sync now simplified (single file only) with ability to set sync date - added BD sensor for list of BT devices connected at any moment - added TE sensor for template used for recording - changed Wifi handler to return empty readings if no WiFi is found - fixed bug in AZ... RO... PI sensors - added ability for sensors to disappear in failure cases (e.g.... if connection to heart monitor failed) - show template being used in measurement window,1362418792,3bca9e2,V2.5.2 - bugfixes,1362858864,Lifestyle,0
800044,dirktrossen/AIRS,HandlerLeak,src/com/airs/handlers/WifiHandler.java,This Handler class should be static or leaks might occur (anonymous android.os.Handler),[402]private final Handler mHandler = new Handler() ->[402]private final Handler mHandler = new Handler(),6f50d44,V2.2.6.5 - WiFi wakelock now properly implemented (only locked when WiFi sensors enabled),1347292084,1b0e9a7,V2.8.1 - changed min SDK to 9 - addressed crash in heart monitor handler on below Android4.3,1420634200,na,na,na,Lifestyle,1
800045,dirktrossen/AIRS,HandlerLeak,src/com/airs/handlers/WeatherHandler.java,This Handler class should be static or leaks might occur (anonymous android.os.Handler),[501]private final Handler mHandler = new Handler() ->[501]private final Handler mHandler = new Handler(),e66ec58,V1.9.6.4 - checked AIRS with lint tool to optimize - addressed bug in remote sensing - added delay in BT sensing to give BT time to fire up - use persistent storage to remember music player info to avoid false sensing,1330718029,1b0e9a7,V2.8.1 - changed min SDK to 9 - addressed crash in heart monitor handler on below Android4.3,1420634200,na,na,na,Lifestyle,1
800046,dirktrossen/AIRS,HandlerLeak,src/com/airs/TimelineActivity.java,This Handler class should be static or leaks might occur (anonymous android.os.Handler),[894]private final Handler mHandler = new Handler() ->[894]private final Handler mHandler = new Handler(),cda0481,V2.0 - support historical views for local measurements - added timeline historical views for local measurements - added historical map view for GI measurement,1334954364,1b0e9a7,V2.8.1 - changed min SDK to 9 - addressed crash in heart monitor handler on below Android4.3,1420634200,na,na,na,Lifestyle,1
800047,dirktrossen/AIRS,Recycle,src/com/airs/TimelineActivity.java,This Cursor should be freed up after use with #close(),"[237]values = airs_storage.query(database_helper.DATABASE_TABLE_NAME columns selection null null null ""Timestamp DESC"" String.valueOf(history_length)); ->[225]values = airs_storage.query(""airs_values"" columns selection null null null ""Timestamp DESC"" String.valueOf(history_length));",ef715ce,V2.2.1 - removed sharing option when exiting AIRS local recording,1339757971,bb2592a,V2.2.4.4 - improved thread safety of DB handling,1342011940,7efdb06,V2.2.5.1 - bugfix causing AIRS to crash during startup below API 14,1342352861,Lifestyle,0
800048,dirktrossen/AIRS,FloatMath,src/com/airs/TimelineActivity.java,Use java.lang.Math#floor instead of android.util.FloatMath#floor() since it is faster as of API 8,[845]if (android.util.FloatMath.floor(min) == android.util.FloatMath.floor(max)) ->[845]if (android.util.FloatMath.floor(min) == android.util.FloatMath.floor(max)),759bfb3,V2.5.7.2 - improve timeline view for teasing richer visualisations similar to those in Storica - add menu to rate AIRS in the market - please do! - improve situations where recordings cross midnight - improve multilingual support,1371550435,1b0e9a7,V2.8.1 - changed min SDK to 9 - addressed crash in heart monitor handler on below Android4.3,1420634200,na,na,na,Lifestyle,1
800049,dirktrossen/AIRS,FloatMath,src/com/airs/TimelineActivity.java,Use java.lang.Math#floor instead of android.util.FloatMath#floor() since it is faster as of API 8,[845]if (android.util.FloatMath.floor(min) == android.util.FloatMath.floor(max)) ->[845]if (android.util.FloatMath.floor(min) == android.util.FloatMath.floor(max)),759bfb3,V2.5.7.2 - improve timeline view for teasing richer visualisations similar to those in Storica - add menu to rate AIRS in the market - please do! - improve situations where recordings cross midnight - improve multilingual support,1371550435,1b0e9a7,V2.8.1 - changed min SDK to 9 - addressed crash in heart monitor handler on below Android4.3,1420634200,na,na,na,Lifestyle,1
800050,dirktrossen/AIRS,HandlerLeak,src/com/airs/handlers/PhoneSensorHandler.java,This Handler class should be static or leaks might occur (anonymous android.os.Handler),[500]private final Handler mHandler = new Handler() ->[500]private final Handler mHandler = new Handler(),e66ec58,V1.9.6.4 - checked AIRS with lint tool to optimize - addressed bug in remote sensing - added delay in BT sensing to give BT time to fire up - use persistent storage to remember music player info to avoid false sensing,1330718029,1b0e9a7,V2.8.1 - changed min SDK to 9 - addressed crash in heart monitor handler on below Android4.3,1420634200,na,na,na,Lifestyle,1
800051,dirktrossen/AIRS,HandlerLeak,src/com/airs/handlers/MusicPlayerHandler.java,This Handler class should be static or leaks might occur (anonymous android.os.Handler),[241]private final Handler mHandler = new Handler() ->[241]private final Handler mHandler = new Handler(),e66ec58,V1.9.6.4 - checked AIRS with lint tool to optimize - addressed bug in remote sensing - added delay in BT sensing to give BT time to fire up - use persistent storage to remember music player info to avoid false sensing,1330718029,1b0e9a7,V2.8.1 - changed min SDK to 9 - addressed crash in heart monitor handler on below Android4.3,1420634200,na,na,na,Lifestyle,1
800052,dirktrossen/AIRS,HandlerLeak,src/com/airs/handlers/GPSHandler.java,This Handler class should be static or leaks might occur (anonymous android.os.Handler),[531]private final Handler mHandler = new Handler() ->[531]private final Handler mHandler = new Handler(),e66ec58,V1.9.6.4 - checked AIRS with lint tool to optimize - addressed bug in remote sensing - added delay in BT sensing to give BT time to fire up - use persistent storage to remember music player info to avoid false sensing,1330718029,1b0e9a7,V2.8.1 - changed min SDK to 9 - addressed crash in heart monitor handler on below Android4.3,1420634200,na,na,na,Lifestyle,1
800053,dirktrossen/AIRS,HandlerLeak,src/com/airs/handlers/EventTextHandler.java,This Handler class should be static or leaks might occur (anonymous android.os.Handler),[188]private final Handler mHandler = new Handler() ->[188]private final Handler mHandler = new Handler(),4b1ecaf,V2.5.7 - added ET sensor for sharing text data to AIRS (such as links from your browser) as an annotation - added TM (ambient temperature) and HU (ambient humidity) sensors for those phones that support it (Galaxy S4 should) although I could not test it! - adjusted weather API to new URL - added Getting Started dialog for first time instructions,1370101022,1b0e9a7,V2.8.1 - changed min SDK to 9 - addressed crash in heart monitor handler on below Android4.3,1420634200,na,na,na,Lifestyle,1
800054,dirktrossen/AIRS,HandlerLeak,src/com/airs/handlers/CellHandler.java,This Handler class should be static or leaks might occur (anonymous android.os.Handler),[452]private final Handler mHandler = new Handler() ->[452]private final Handler mHandler = new Handler(),e66ec58,V1.9.6.4 - checked AIRS with lint tool to optimize - addressed bug in remote sensing - added delay in BT sensing to give BT time to fire up - use persistent storage to remember music player info to avoid false sensing,1330718029,1b0e9a7,V2.8.1 - changed min SDK to 9 - addressed crash in heart monitor handler on below Android4.3,1420634200,na,na,na,Lifestyle,1
800055,dirktrossen/AIRS,HandlerLeak,src/com/airs/AIRS_sync.java,This Handler class should be static or leaks might occur (anonymous android.os.Handler),[349]private final Handler mHandler = new Handler() ->[349]private final Handler mHandler = new Handler(),ef715ce,V2.2.1 - removed sharing option when exiting AIRS local recording,1339757971,1b0e9a7,V2.8.1 - changed min SDK to 9 - addressed crash in heart monitor handler on below Android4.3,1420634200,na,na,na,Lifestyle,1
800056,dirktrossen/AIRS,Recycle,src/com/airs/AIRS_sync.java,This Cursor should be freed up after use with #close(),"[338]query = new String(""SELECT Timestamp Symbol Value from 'airs_values' WHERE Timestamp > "" + String.valueOf(currenttime) + "" LIMIT "" + String.valueOf(SYNC_BATCH)); ->[446]query = new String(""SELECT Timestamp Symbol Value from 'airs_values' WHERE Timestamp > "" + String.valueOf(currenttime) + "" LIMIT "" + String.valueOf(SYNC_BATCH));",ef715ce,V2.2.1 - removed sharing option when exiting AIRS local recording,1339757971,d5d7459,V2.5 - changed UI to make configuration faster and integrate templates better - added template download from remote server - sync now simplified (single file only) with ability to set sync date - added BD sensor for list of BT devices connected at any moment - added TE sensor for template used for recording - changed Wifi handler to return empty readings if no WiFi is found - fixed bug in AZ... RO... PI sensors - added ability for sensors to disappear in failure cases (e.g.... if connection to heart monitor failed) - show template being used in measurement window,1362418792,3bca9e2,V2.5.2 - bugfixes,1362858864,Lifestyle,0
800057,dirktrossen/AIRS,HandlerLeak,src/com/airs/AIRS_sensorselection.java,This Handler class should be static or leaks might occur (anonymous android.os.Handler),[161]private final Handler mHandler = new Handler() ->[161]private final Handler mHandler = new Handler(),3bca9e2,V2.5.2 - bugfixes,1362858864,1b0e9a7,V2.8.1 - changed min SDK to 9 - addressed crash in heart monitor handler on below Android4.3,1420634200,na,na,na,Lifestyle,1
800058,dirktrossen/AIRS,HandlerLeak,src/com/airs/AIRS_restore.java,This Handler class should be static or leaks might occur (anonymous android.os.Handler),[130]private final Handler mHandler = new Handler() ->[130]private final Handler mHandler = new Handler(),55cdebc,V2.2.9.3 - bugfixes in DB handling,1357224675,1b0e9a7,V2.8.1 - changed min SDK to 9 - addressed crash in heart monitor handler on below Android4.3,1420634200,na,na,na,Lifestyle,1
800059,dirktrossen/AIRS,HandlerLeak,src/com/airs/AIRS_remotevalues.java,This Handler class should be static or leaks might occur (anonymous android.os.Handler),[234]private final Handler mHandler = new Handler() ->[234]private final Handler mHandler = new Handler(),e66ec58,V1.9.6.4 - checked AIRS with lint tool to optimize - addressed bug in remote sensing - added delay in BT sensing to give BT time to fire up - use persistent storage to remember music player info to avoid false sensing,1330718029,1b0e9a7,V2.8.1 - changed min SDK to 9 - addressed crash in heart monitor handler on below Android4.3,1420634200,na,na,na,Lifestyle,1
800060,dirktrossen/AIRS,HandlerLeak,src/com/airs/AIRS_remote.java,This Handler class should be static or leaks might occur (anonymous android.os.Handler),[326]public final Handler mHandler = new Handler() ->[326]public final Handler mHandler = new Handler(),e66ec58,V1.9.6.4 - checked AIRS with lint tool to optimize - addressed bug in remote sensing - added delay in BT sensing to give BT time to fire up - use persistent storage to remember music player info to avoid false sensing,1330718029,1b0e9a7,V2.8.1 - changed min SDK to 9 - addressed crash in heart monitor handler on below Android4.3,1420634200,na,na,na,Lifestyle,1
