UNIQUE_ID,REPONAME,ISSUE_TYPE,FILE_PATH,LINT_MSG,LHDIFF_LINE_TRACING,START_COMMIT_ID,START_COMMIT_MSG,START_COMMIT_TIMESTAMP,END_COMMIT_ID,END_COMMIT_MSG,END_COMMIT_TIMESTAMP,REMOVAL_COMMIT_ID,REMOVAL_COMMIT_MSG,REMOVAL_COMMIT_TIMESTAMP,CATEOGARY,STATUS
800406,ieee8023/PDFViewer,FloatMath,src/org/emdev/utils/MathUtils.java,Use java.lang.Math#floor instead of android.util.FloatMath#floor() since it is faster as of API 8,[90]rect.top = FloatMath.floor(rect.top); ->[90]rect.top = FloatMath.floor(rect.top);,13d4b16,added files,1382310966,b3f7e81,updated gitignore,1440298284,b9c0899,upgraded to android 6 build env,1440299709,Productivity,0
800407,ieee8023/PDFViewer,FloatMath,src/org/emdev/utils/MathUtils.java,Use java.lang.Math#floor instead of android.util.FloatMath#floor() since it is faster as of API 8,[89]rect.left = FloatMath.floor(rect.left); ->[89]rect.left = FloatMath.floor(rect.left);,13d4b16,added files,1382310966,b3f7e81,updated gitignore,1440298284,b9c0899,upgraded to android 6 build env,1440299709,Productivity,0
800408,ieee8023/PDFViewer,FloatMath,src/org/emdev/utils/MathUtils.java,Use java.lang.Math#floor instead of android.util.FloatMath#floor() since it is faster as of API 8,[84]rect.bottom = FloatMath.floor(rect.bottom * share) / share; ->[84]rect.bottom = FloatMath.floor(rect.bottom * share) / share;,13d4b16,added files,1382310966,b3f7e81,updated gitignore,1440298284,b9c0899,upgraded to android 6 build env,1440299709,Productivity,0
800409,ieee8023/PDFViewer,FloatMath,src/org/emdev/utils/MathUtils.java,Use java.lang.Math#floor instead of android.util.FloatMath#floor() since it is faster as of API 8,[83]rect.right = FloatMath.floor(rect.right * share) / share; ->[83]rect.right = FloatMath.floor(rect.right * share) / share;,13d4b16,added files,1382310966,b3f7e81,updated gitignore,1440298284,b9c0899,upgraded to android 6 build env,1440299709,Productivity,0
800410,ieee8023/PDFViewer,FloatMath,src/org/emdev/utils/MathUtils.java,Use java.lang.Math#floor instead of android.util.FloatMath#floor() since it is faster as of API 8,[82]rect.top = FloatMath.floor(rect.top * share) / share; ->[82]rect.top = FloatMath.floor(rect.top * share) / share;,13d4b16,added files,1382310966,b3f7e81,updated gitignore,1440298284,b9c0899,upgraded to android 6 build env,1440299709,Productivity,0
800411,ieee8023/PDFViewer,FloatMath,src/org/emdev/utils/MathUtils.java,Use java.lang.Math#floor instead of android.util.FloatMath#floor() since it is faster as of API 8,[81]rect.left = FloatMath.floor(rect.left * share) / share; ->[81]rect.left = FloatMath.floor(rect.left * share) / share;,13d4b16,added files,1382310966,b3f7e81,updated gitignore,1440298284,b9c0899,upgraded to android 6 build env,1440299709,Productivity,0
800412,ieee8023/PDFViewer,FloatMath,src/org/emdev/utils/MathUtils.java,Use java.lang.Math#floor instead of android.util.FloatMath#floor() since it is faster as of API 8,[77]return FloatMath.floor(value * share) / share; ->[77]return FloatMath.floor(value * share) / share;,13d4b16,added files,1382310966,b3f7e81,updated gitignore,1440298284,b9c0899,upgraded to android 6 build env,1440299709,Productivity,0
800413,ieee8023/PDFViewer,FloatMath,src/org/ebookdroid/common/bitmaps/GLBitmaps.java,Use java.lang.Math#ceil instead of android.util.FloatMath#ceil() since it is faster as of API 8,[72]return (int) FloatMath.ceil(size / (float) partSize); ->[72]return (int) FloatMath.ceil(size / (float) partSize);,13d4b16,added files,1382310966,b3f7e81,updated gitignore,1440298284,b9c0899,upgraded to android 6 build env,1440299709,Productivity,0
800414,ieee8023/PDFViewer,FloatMath,src/org/ebookdroid/droids/cbx/codec/CbxPage.java,Use java.lang.Math#ceil instead of android.util.FloatMath#ceil() since it is faster as of API 8,[135]* storedBitmap.getWidth()) (int) FloatMath.ceil(pageSliceBounds.bottom ->[135]* storedBitmap.getWidth()) (int) FloatMath.ceil(pageSliceBounds.bottom,13d4b16,added files,1382310966,b3f7e81,updated gitignore,1440298284,b9c0899,upgraded to android 6 build env,1440299709,Productivity,0
800415,ieee8023/PDFViewer,FloatMath,src/org/ebookdroid/droids/cbx/codec/CbxPage.java,Use java.lang.Math#ceil instead of android.util.FloatMath#ceil() since it is faster as of API 8,[134](int) (pageSliceBounds.top * storedBitmap.getHeight()) (int) FloatMath.ceil(pageSliceBounds.right ->[134](int) (pageSliceBounds.top * storedBitmap.getHeight()) (int) FloatMath.ceil(pageSliceBounds.right,13d4b16,added files,1382310966,b3f7e81,updated gitignore,1440298284,b9c0899,upgraded to android 6 build env,1440299709,Productivity,0
800416,ieee8023/PDFViewer,FloatMath,src/org/ebookdroid/core/AbstractViewController.java,Use java.lang.Math#sqrt instead of android.util.FloatMath#sqrt() since it is faster as of API 8,[733]final float factor = FloatMath.sqrt(newDistance / oldDistance); ->[733]final float factor = FloatMath.sqrt(newDistance / oldDistance);,13d4b16,added files,1382310966,b3f7e81,updated gitignore,1440298284,b9c0899,upgraded to android 6 build env,1440299709,Productivity,0
800417,ieee8023/PDFViewer,Recycle,src/org/emdev/common/filesystem/PathFromUri.java,This Cursor should be freed up after use with #close(),"[13]final Cursor cursor = resolver.query(uri new String[] { ""_data"" } null null null); ->[13]final Cursor cursor = resolver.query(uri new String[] { ""_data"" } null null null);",13d4b16,added files,1382310966,d91af98,add new free release apk... please buy the one on google play,1440308832,na,na,na,Productivity,1
800418,ieee8023/PDFViewer,Recycle,src/org/emdev/common/content/ContentScheme.java,This Cursor should be freed up after use with #close(),[38]final Cursor c = cr.query(uri null null null null); ->[38]final Cursor c = cr.query(uri null null null null);,13d4b16,added files,1382310966,d91af98,add new free release apk... please buy the one on google play,1440308832,na,na,na,Productivity,1
800419,ieee8023/PDFViewer,DrawAllocation,src/org/ebookdroid/ui/viewer/viewers/GLView.java,Avoid object allocations during draw/layout operations (preallocate and reuse instead),[283]final Rect oldLayout = layout.getAndSet(new Rect(left top right bottom)); ->[283]final Rect oldLayout = layout.getAndSet(new Rect(left top right bottom));,13d4b16,added files,1382310966,d91af98,add new free release apk... please buy the one on google play,1440308832,na,na,na,Productivity,1
800420,cubei/FlappyCow,DrawAllocation,src/com/quchen/flappycow/GameView.java,Avoid object allocations during draw/layout operations (preallocate and reuse instead),[115]Paint paint = new Paint();     ->[115]Paint paint = new Paint();,d56577d,initial Release,1391960994,dd6cf10,Now it's really Version 1.4 with a note in the about activity,1392029869,a603423,Added some comments and changed the cow movement a little,1392041601,Games,0
810420,cubei/FlappyCow,DrawAllocation,src/com/quchen/flappycow/GameView.java,Avoid object allocations during draw/layout operations (preallocate and reuse instead),[115]Paint paint = new Paint();     ->[115]Paint paint = new Paint();,3fc02bc,new gameover,1392308909,1f82bcc,new gameover,1392308942,0ef3ab9,gitignore,1392308983,Games,0
800423,shahan312/princess-coloring-book-hd-android,DrawAllocation,src/com/gpasoftware/princess/SceneSelectorImage.java,Avoid object allocations during draw/layout operations (preallocate and reuse instead),[54]Point size = new Point();       ->[54]Point size = new Point();,8a8aee2,Auto-adjusting framesize.,1356512852,f517029,Create README.md,1412818785,na,na,na,Education,1
800424,Dewep/IntranetEpitech,HandlerLeak,src/net/dewep/intranetepitech/Act_Netsoul.java,This Handler class should be static or leaks might occur (anonymous android.os.Handler),[54]final Handler mHandler = new Handler() { ->[54]final Handler mHandler = new Handler() {,c2d8d8c,Version 1.4,1385223693,0f3ef20,Update README.md,1424781998,na,na,na,Tools,1
800425,yacob89/7MinutesWithTheLord,HandlerLeak,src/com/example/minuteswiththelord/CountDownTimer.java,This Handler class should be static or leaks might occur (anonymous android.os.Handler),[95]private Handler mHandler = new Handler() { ->[95]private Handler mHandler = new Handler() {,0f43103,Initial commit... beta version,1396117146,184adfd,Update software and build version,1451649830,na,na,na,Tools,1
800426,jamessanford/kegs,HandlerLeak,src/com/froop/app/kegs/BitmapThread.java,This Handler class should be static or leaks might occur (anonymous android.os.Handler),[14]private Handler mHandler = new Handler() { ->[14]private Handler mHandler = new Handler() {,63b7bf1,Move bitmap drawing to separate thread.nnBitmap drawing is now triggered by a Handler on the native thread. The bitmap thread runs a Looper that receives an empty message.nnAlso... screen size and scaling logic is moving into BitmapSize class.,1349065052,af3ae51,Show current emulation speed in dialog. Use java.util.concurrent.atomic for objects shared between threads.,1374885952,19dfbdd,"Remove old software renderer, GL is used now.",1374885952,Libraries & Demo,0
800427,jamessanford/kegs,HandlerLeak,src/com/froop/app/kegs/KegsTouch.java,This Handler class should be static or leaks might occur (anonymous android.os.Handler),[57]private Handler mHandler = new Handler() { ->[57]private Handler mHandler = new Handler() {,3f1de7e,New mouse with multitouch buttons.,1350534265,06c8d84,Add note about +1 offset... remove FpsCounter.,1399425655,na,na,na,Libraries & Demo,1
800428,utolosa002/BerziklApp,Recycle,src/gipuzkoa/hondakinak/DatabaseHandler.java,This Cursor should be freed up after use with #close(),[200]Cursor cursor = db.rawQuery(selectQuery null); ->[200]Cursor cursor = db.rawQuery(selectQuery null);,7594c68,first commit,1362952842,d9b30f6,v2.5.1 manu barra berria,1417193564,na,na,na,Social,1
800429,utolosa002/BerziklApp,Recycle,src/gipuzkoa/hondakinak/DatabaseHandler.java,This Cursor should be freed up after use with #close(),[253]cursor = db.rawQuery(selectQuery null); ->DEL,7594c68,first commit,1362952842,024f5da,Merge https://github.com/utolosa002/BerziklApp Conflicts: AndroidManifest.xml bin/AndroidManifest.xml bin/HondakinActivity.apk bin/classes.dex bin/classes/gipuzkoa/hondakinak/DatabaseHandler.class bin/classes/gipuzkoa/hondakinak/HondakinActivity$1$1.class bin/classes/gipuzkoa/hondakinak/HondakinActivity$1.class bin/classes/gipuzkoa/hondakinak/HondakinActivity$2.class bin/classes/gipuzkoa/hondakinak/HondakinActivity$3.class bin/classes/gipuzkoa/hondakinak/HondakinActivity$4.class bin/classes/gipuzkoa/hondakinak/HondakinActivity$5.class bin/classes/gipuzkoa/hondakinak/HondakinActivity$6.class bin/classes/gipuzkoa/hondakinak/HondakinActivity.class bin/classes/gipuzkoa/hondakinak/hMotaHautatua$1.class bin/classes/gipuzkoa/hondakinak/hMotaHautatua$2.class bin/classes/gipuzkoa/hondakinak/hMotaHautatua.class bin/res/crunch/drawable-hdpi/ic_launcher.png bin/res/crunch/drawable-mdpi/ic_launcher.png bin/res/crunch/drawable/ikonohandia.png bin/resources.ap_ res/drawable-hdpi/ic_launcher.png res/drawable-mdpi/ic_launcher.png res/drawable/ikonohandia.png src/gipuzkoa/hondakinak/DatabaseHandler.java src/gipuzkoa/hondakinak/HondakinActivity.java src/gipuzkoa/hondakinak/hMotaHautatua.java,1395146643,40063ae,2.4,1395146816,Social,0
800430,utolosa002/BerziklApp,Recycle,src/gipuzkoa/hondakinak/DatabaseHandler.java,This Cursor should be freed up after use with #close(),[148]Cursor cursor = db.rawQuery(selectQuery null); ->[148]Cursor cursor = db.rawQuery(selectQuery null);,7594c68,first commit,1362952842,d9b30f6,v2.5.1 manu barra berria,1417193564,na,na,na,Social,1
800431,utolosa002/BerziklApp,Recycle,src/gipuzkoa/hondakinak/DatabaseHandler.java,This Cursor should be freed up after use with #close(),[120]Cursor cursor = db.rawQuery(selectQuery null); ->[120]Cursor cursor = db.rawQuery(selectQuery null);,7594c68,first commit,1362952842,d9b30f6,v2.5.1 manu barra berria,1417193564,na,na,na,Social,1
800432,utolosa002/BerziklApp,Recycle,src/gipuzkoa/hondakinak/DatabaseHandler.java,This Cursor should be freed up after use with #close(),[176]Cursor cursor = db.rawQuery(selectQuery null); ->[176]Cursor cursor = db.rawQuery(selectQuery null);,024f5da,Merge https://github.com/utolosa002/BerziklApp Conflicts: AndroidManifest.xml bin/AndroidManifest.xml bin/HondakinActivity.apk bin/classes.dex bin/classes/gipuzkoa/hondakinak/DatabaseHandler.class bin/classes/gipuzkoa/hondakinak/HondakinActivity$1$1.class bin/classes/gipuzkoa/hondakinak/HondakinActivity$1.class bin/classes/gipuzkoa/hondakinak/HondakinActivity$2.class bin/classes/gipuzkoa/hondakinak/HondakinActivity$3.class bin/classes/gipuzkoa/hondakinak/HondakinActivity$4.class bin/classes/gipuzkoa/hondakinak/HondakinActivity$5.class bin/classes/gipuzkoa/hondakinak/HondakinActivity$6.class bin/classes/gipuzkoa/hondakinak/HondakinActivity.class bin/classes/gipuzkoa/hondakinak/hMotaHautatua$1.class bin/classes/gipuzkoa/hondakinak/hMotaHautatua$2.class bin/classes/gipuzkoa/hondakinak/hMotaHautatua.class bin/res/crunch/drawable-hdpi/ic_launcher.png bin/res/crunch/drawable-mdpi/ic_launcher.png bin/res/crunch/drawable/ikonohandia.png bin/resources.ap_ res/drawable-hdpi/ic_launcher.png res/drawable-mdpi/ic_launcher.png res/drawable/ikonohandia.png src/gipuzkoa/hondakinak/DatabaseHandler.java src/gipuzkoa/hondakinak/HondakinActivity.java src/gipuzkoa/hondakinak/hMotaHautatua.java,1395146643,d9b30f6,v2.5.1 manu barra berria,1417193564,na,na,na,Social,1
800433,AlbertoCejas/GermanLearningUCA,UseSparseArrays,Tabu/src/es/uca/tabu/PlayMenuActivity.java,Use new SparseIntArray(...) instead for better performance,[63]private Map<Integer Integer> questionsPerLevel = new HashMap<Integer Integer>(); ->[63]private Map<Integer Integer> questionsPerLevel = new HashMap<Integer Integer>();,301fe95,Russian... local playMenu... minor usability optimizations,1403001070,9086e1f,Update README.md,1438528417,na,na,na,Games,1
800434,AlbertoCejas/GermanLearningUCA,HandlerLeak,Tabu/src/es/uca/tabu/IndexScroller.java,This Handler class should be static or leaks might occur (anonymous android.os.Handler),[232]private Handler mHandler = new Handler() { ->[232]private Handler mHandler = new Handler() {,b75c76d,Login y registro con validaci??n e interactuaci??n con la BD. Comprueba estado de la red.,1391523674,9086e1f,Update README.md,1438528417,na,na,na,Games,1
800435,AlbertoCejas/GermanLearningUCA,HandlerLeak,Tabu/src/es/uca/tabu/BalloonHint.java,This Handler class should be static or leaks might occur (es.uca.tabu.BalloonHint.BalloonTimer),[270]private class BalloonTimer extends Handler implements Runnable { ->[270]private class BalloonTimer extends Handler implements Runnable {,603ad77,Interacci??n main thread... etiqueta die Pl... evalue la definici??n... fix tiempo por pregunta.,1397667256,9086e1f,Update README.md,1438528417,na,na,na,Games,1
800436,AlbertoCejas/GermanLearningUCA,ViewHolder,Tabu/src/es/uca/tabu/CustomMenuList.java,Unconditional layout inflation from view adapter: Should use View Holder pattern (use recycled view passed into this method as the second parameter) for smoother scrolling,[26]View rowView= inflater.inflate(R.layout.list_single null true); ->[26]View rowView= inflater.inflate(R.layout.list_single null true);,b771e42,version alpha de Granada,1399606013,9086e1f,Update README.md,1438528417,na,na,na,Games,1
800437,AlbertoCejas/GermanLearningUCA,DrawAllocation,Tabu/src/es/uca/tabu/MarkableImageView.java,Avoid object allocations during draw/layout operations (preallocate and reuse instead),[73]Paint imagePaint = new Paint(); ->[73]Paint imagePaint = new Paint();,19af72e,arquitectura b??¡sica y modo 1 jugador,1392932633,9086e1f,Update README.md,1438528417,na,na,na,Games,1
800438,stdev293/battery-waster-android,HandlerLeak,src/com/stdev293/batterywasterdemo/activities/BatteryWasterActivity.java,This Handler class should be static or leaks might occur (anonymous android.os.Handler),[74]mHandler = new Handler() {      ->[74]mHandler = new Handler() {,5b74233,Thread (+looper...handler) to manage sinks out of the UI thread,1375559787,5b74233,Thread (+looper...handler) to manage sinks out of the UI thread,1375559787,7.21E+98,static handler to avoid potential memory leak,1375572574,Tools,0
800439,xisberto/workschedule,Recycle,src/net/xisberto/work_schedule/database/Database.java,This Cursor should be freed up after use with #close(),"[196]Cursor now = db.rawQuery(""select datetime('now')"" null); ->DEL",6cdbb5c,Investigating date changes. TODO: implement timezone differences,1385082486,1fab85d,Showing history. Need improvements on the adapter,1385610961,b4c1a0a,Using localtime when selecting Periods from database,1386425899,Productivity,0
800440,xisberto/workschedule,Recycle,src/net/xisberto/work_schedule/database/Database.java,This Cursor should be freed up after use with #close(),[198]Cursor cursor = db.query(TablePeriod.TABLE_NAME new String[] { ->[198]Cursor cursor = db.query(TablePeriod.TABLE_NAME new String[] {,4893d44,First experiment on exporting data,1387833369,f33f5b2,Update and rename LICENSE-2.0.html to LICENSE-2.0.txt,1404351298,na,na,na,Productivity,1
800441,xisberto/workschedule,Recycle,src/net/xisberto/work_schedule/database/Database.java,This Cursor should be freed up after use with #close(),[177]Cursor cursor = db.query(TablePeriod.TABLE_NAME ->DEL,c906941,Using SQL function AVERAGE to suggest a time on the First Period Entrance,1388083101,83fef26,Some proguard optimizations,1388242808,5230adb,Including today in the exported data,1388243061,Productivity,0
800442,xisberto/workschedule,Recycle,src/net/xisberto/work_schedule/database/Database.java,This Cursor should be freed up after use with #close(),[177]Cursor cursor = db.query(TablePeriod.TABLE_NAME ->DEL,1170cd3,Merge branch 'enhancement#23' into development,1388259890,3de2d2c,Adjusting strings and translations,1388260172,88b3d6e,Including required fonts,1388454921,Productivity,0
800443,xisberto/workschedule,Recycle,src/net/xisberto/work_schedule/database/Database.java,This Cursor should be freed up after use with #close(),[177]Cursor cursor = db.query(TablePeriod.TABLE_NAME ->DEL,883d1ab,Merge branch 'better_pickers' into development,1388456176,6a7e39a,Merge branch 'development' into time_suggestion,1389102768,4d3ddcb,Undoing all of this. It makes no sese.,1389102855,Productivity,0
800444,hanneseilers/Mensa-SH,ViewHolder,Mensa-SH/src/de/hanneseilers/mensash/MenuAdapter.java,Unconditional layout inflation from view adapter: Should use View Holder pattern (use recycled view passed into this method as the second parameter) for smoother scrolling,[34]View rowView = inflater.inflate(R.layout.menu_list_item parent false); ->[34]View rowView = inflater.inflate(R.layout.menu_list_item parent false);,8ec0d9a,Added changes from my fork,1393770685,da267a8,Updated to mensa-sh-parser library v. 2.2.0 Added colors for new design.,1402241330,c734e78,Created clean android project for new version (android >= 4.0 only),1422534782,Lifestyle,0
800445,ilyaev/deject,UseSparseArrays,Deject/src/pbartz/games/deject/Sound.java,Use new SparseIntArray(...) instead for better performance,[27]soundPoolMap = new HashMap<Integer Integer>(7); ->[27]soundPoolMap = new HashMap<Integer Integer>(7);,a2d13ec,#NAME?,1396740210,e9c29f0,Update README.md,1443133421,na,na,na,Games,1
800446,IvanPosohov/customize-vibrancy,ViewHolder,src/ru/ivanp/vibro/MainActivity.java,Unconditional layout inflation from view adapter: Should use View Holder pattern (use recycled view passed into this method as the second parameter) for smoother scrolling,[173]View itemView = inflater.inflate(R.layout.trigger_view null); ->[173]View itemView = inflater.inflate(R.layout.trigger_view null);,8787d9d,Initial commit,1356890529,fb460b3,Merge remote-tracking branch 'github/master',1403437956,na,na,na,Tools,1
800447,hongsenliu/chinese-checkers,UseValueOf,src/org/scoutant/cc/GameView.java,Use Double.valueOf((downX + dI / 2 - oI) / dI) instead,[116]int i = new Double((downX+dI/2-oI)/dI).intValue(); ->DEL,b2948c1,Chinese Chess...,1309183676,b2948c1,Chinese Chess...,1309183676,3b6146b,Select ball that IS nearest againt true distance.,1309421841,Games,0
800448,hongsenliu/chinese-checkers,UseValueOf,src/org/scoutant/cc/GameView.java,Use Double.valueOf((downY) / dJ) instead,[112]int j = new Double((downY)/dJ).intValue(); ->DEL,b2948c1,Chinese Chess...,1309183676,b2948c1,Chinese Chess...,1309183676,3b6146b,Select ball that IS nearest againt true distance.,1309421841,Games,0
800449,hongsenliu/chinese-checkers,UseValueOf,src/org/scoutant/cc/GameView.java,Use Double.valueOf(0.8 * dI) instead,[92]diameter = new Double( 0.96*dI).intValue(); ->[92]diameter = new Double( 0.96*dI).intValue();,b2948c1,Chinese Chess...,1309183676,67908af,fix bug screenshot #1,1342191903,76e2ca9,small cleaning,1342446983,Games,0
800450,hongsenliu/chinese-checkers,UseValueOf,src/org/scoutant/cc/GameView.java,Use Double.valueOf(0.866 * dI) instead,[91]dJ = new Double(0.8660254*dI).intValue(); ->[91]dJ = new Double(0.8660254*dI).intValue();,b2948c1,Chinese Chess...,1309183676,67908af,fix bug screenshot #1,1342191903,76e2ca9,small cleaning,1342446983,Games,0
800451,hongsenliu/chinese-checkers,UseValueOf,src/org/scoutant/cc/model/Pixel.java,Use Double.valueOf(event.getRawY()) instead,[13]this(new Double(event.getRawX()).intValue() new Double(event.getRawY()).intValue() ); ->[13]this(new Double(event.getRawX()).intValue() new Double(event.getRawY()).intValue() );,3b6146b,Select ball that IS nearest againt true distance.,1309421841,b7d3a00,Refactored size processing. App now manage itself it's screen orientation against preferences.,1350313106,a6c40cc,introducing main layout above GameView.,1350371497,Games,0
800452,hongsenliu/chinese-checkers,UseValueOf,src/org/scoutant/cc/model/Pixel.java,Use Double.valueOf(event.getRawX()) instead,[13]this(new Double(event.getRawX()).intValue() new Double(event.getRawY()).intValue() ); ->[13]this(new Double(event.getRawX()).intValue() new Double(event.getRawY()).intValue() );,3b6146b,Select ball that IS nearest againt true distance.,1309421841,b7d3a00,Refactored size processing. App now manage itself it's screen orientation against preferences.,1350313106,a6c40cc,introducing main layout above GameView.,1350371497,Games,0
800453,hongsenliu/chinese-checkers,UseSparseArrays,src/org/scoutant/cc/model/Game.java,Use new SparseIntArray(...) instead for better performance,[190]Map<Integer Integer> map = new HashMap<Integer Integer>(); ->[190]Map<Integer Integer> map = new HashMap<Integer Integer>();,78a863a,Fix ranking.,1354550234,abf2fc6,First release on Google Play : v0.9,1354724585,na,na,na,Games,1
800454,SunyataZero/KindMind,Recycle,src/com/sunyata/kindmind/KindModelM.java,This Cursor should be freed up after use with #close(),[190]Cursor tmpCursor = mContext.getContentResolver().query( ->[190]Cursor tmpCursor = mContext.getContentResolver().query(,f54714a,X alphabeta sort,1390346120,8ea53e9,ListFragmentC: Comments and refactoring,1391892266,6a47c03,"X Refactoring of sorting X Added a new enum for help with sorting ""SortTypeM"" X Solved the dissappearing action bar items bug X Refactoring of the sorting algorithm... now faster",1391949597,Lifestyle,0
800455,SunyataZero/KindMind,Recycle,src/com/sunyata/kindmind/KindModelM.java,This Cursor should be freed up after use with #close(),[120]tmpPatternCursor = inContext.getContentResolver().query( ->DEL,f54714a,X alphabeta sort,1390346120,ac66e89,Before expanding algorithm,1391778377,2fa7e19,Work in progress on Algorithm,1391787297,Lifestyle,0
800456,SunyataZero/KindMind,Recycle,src/com/sunyata/kindmind/KindModelM.java,This Cursor should be freed up after use with #close(),[93]Cursor tmpItemCursor = inContext.getContentResolver().query( ->[98]Cursor tmpItemCur = mContext.getContentResolver().query(,f54714a,X alphabeta sort,1390346120,ac66e89,Before expanding algorithm,1391778377,2fa7e19,Work in progress on Algorithm,1391787297,Lifestyle,0
800457,SunyataZero/KindMind,Recycle,src/com/sunyata/kindmind/ListFragmentC.java,This Cursor should be freed up after use with #close(),[221]                               ->DEL,13b4368,Added support for different intents: images... audio and video,1382915659,f513002,Notification after boot is now working,1383948540,59e6981,Added pattern table and am working on getting kindsort to work with the sql database,1384690582,Lifestyle,0
800461,SunyataZero/KindMind,Recycle,src/com/sunyata/kindmind/List/ListFragmentC.java,This Cursor should be freed up after use with #close(),[371]//Showing a toast              ->[258]//Showing a toast,f54714a,X alphabeta sort,1390346120,b689eba,Two bug fixes: BootCompletedReceiverC was not in the manifest... and alphabeta was active for all lists,1392294143,201bf4e,Large rewrite of system for actions... still in progress but much has been done,1392320877,Lifestyle,0
800462,SunyataZero/KindMind,Recycle,src/com/sunyata/kindmind/WidgetAndNotifications/KindMindRemoteViewsService.java,This Cursor should be freed up after use with #close(),[67]Cursor tmpCursor = mContext.getContentResolver().query( ->[67]Cursor tmpCursor = mContext.getContentResolver().query(,7805bc3,X Widget,1390475669,9ccd53c,Before making changes for the Widget,1392387523,530ff7a,Addition of a configuration activity for the Widget,1392409841,Lifestyle,0
800463,SunyataZero/KindMind,Recycle,src/com/sunyata/kindmind/WidgetAndNotifications/KindMindRemoteViewsService.java,This Cursor should be freed up after use with #close(),[40]Cursor tmpCursor = mContext.getContentResolver().query( ->[40]Cursor tmpCursor = mContext.getContentResolver().query(,7805bc3,X Widget,1390475669,9ccd53c,Before making changes for the Widget,1392387523,530ff7a,Addition of a configuration activity for the Widget,1392409841,Lifestyle,0
800464,SunyataZero/KindMind,Recycle,src/com/sunyata/kindmind/Utils.java,This Cursor should be freed up after use with #close(),[158]Cursor tmpCursor = inContext.getContentResolver().query( ->[159]Cursor tmpCursor = inContext.getContentResolver().query(,76060ea,BIG COMMIT: ALL PROBLEMS WITH MARKING CHECKBOXES HAVE BEEN SOLVED. Solution by modifying the getView method in the custom adapter in ListFragmentC,1390247663,76060ea,BIG COMMIT: ALL PROBLEMS WITH MARKING CHECKBOXES HAVE BEEN SOLVED. Solution by modifying the getView method in the custom adapter in ListFragmentC,1390247663,3112149,X needs toasts X CursorWrapperInner Cursor finalized without prior close(),1390335782,Lifestyle,0
800465,SunyataZero/KindMind,Recycle,src/com/sunyata/kindmind/Utils.java,This Cursor should be freed up after use with #close(),[169]tmpCursor = inContext.getContentResolver().query(tmpUri null null null null); ->[169]tmpCursor = inContext.getContentResolver().query(tmpUri null null null null);,f54714a,X alphabeta sort,1390346120,5be46f4,...,1392548231,b85c68c,Closing cursors (excepting those for loaders or adapters),1392550345,Lifestyle,0
800466,SunyataZero/KindMind,Recycle,src/com/sunyata/kindmind/Utils.java,This Cursor should be freed up after use with #close(),[343]Cursor tmpCursor = inContext.getContentResolver().query( ->[343]Cursor tmpCursor = inContext.getContentResolver().query(,6a47c03,"X Refactoring of sorting X Added a new enum for help with sorting ""SortTypeM"" X Solved the dissappearing action bar items bug X Refactoring of the sorting algorithm... now faster",1391949597,5be46f4,...,1392548231,b85c68c,Closing cursors (excepting those for loaders or adapters),1392550345,Lifestyle,0
800468,SunyataZero/KindMind,Recycle,src/com/sunyata/kindmind/NotificationServiceC.java,This Cursor should be freed up after use with #close(),[51]Cursor tmpCursor = inContext.getContentResolver().query( ->[66]Cursor tmpCursor = inContext.getContentResolver().query(,f54714a,X alphabeta sort,1390346120,5be46f4,...,1392548231,b85c68c,Closing cursors (excepting those for loaders or adapters),1392550345,Lifestyle,0
800469,SunyataZero/KindMind,Recycle,src/com/sunyata/kindmind/WidgetAndNotifications/NotificationServiceC.java,This Cursor should be freed up after use with #close(),[85]Cursor tmpCursor = inContext.getContentResolver().query( ->DEL,f54714a,X alphabeta sort,1390346120,5be46f4,...,1392548231,b85c68c,Closing cursors (excepting those for loaders or adapters),1392550345,Lifestyle,0
800470,SunyataZero/KindMind,Recycle,src/com/sunyata/kindmind/WidgetAndNotifications/NotificationServiceC.java,This Cursor should be freed up after use with #close(),[202]Cursor tmpCursor = tmpContext.getContentResolver().query(tmpItemUri null null null null); ->[202]Cursor tmpCursor = tmpContext.getContentResolver().query(tmpItemUri null null null null);,5.10E+11,0.14.13_BETA Notification improvement so that the user can see missed notifications,1393949159,fd8cde0,Two changes: for fragments... set retaininstance to false. for sorting algorithm... moved update to after cursor has been closed,1394025148,401ca57,Two changes: (1) In ListFragmentC.onCreateView we now call the super method (but without using the return value since this is already done by ourselves). (2) Closed a cursor and reorganized the NotificationServiceC class. The unclosed cursor may have been the cause of a bug reported in google play,1394033814,Lifestyle,0
800471,SunyataZero/KindMind,Recycle,src/com/sunyata/kindmind/Setup/VideoChooserActivity.java,This Cursor should be freed up after use with #close(),[41]Cursor tExternalMediaCursor = getContentResolver().query( ->[41]Cursor tExternalMediaCursor = getContentResolver().query(,506dd1c,... (new files were not added),1395172709,a10c863,Create LICENSE,1423694585,na,na,na,Lifestyle,1
